"2K Power Pack: The Darkness II / BioShock 2 / Mafia II ",2013,"2K GAMES INC.
","PLAYSTATION 3
XBOX 360
"
"2onOne: L.A. Swat + Panther ",1988,"MASTERTRONIC INC.
","ATARI 8-BIT
COMMODORE 64
"
"2 Pak Special: Alien Force & Hoppy ",1992,"HOME ENTERTAINMENT SUPPLIERS PTY. LTD.
","ATARI 2600
"
"2 Pak Special: Cavern Blaster & City War ",1992,"HOME ENTERTAINMENT SUPPLIERS PTY. LTD.
","ATARI 2600
"
"2 Pak Special: Space Voyage & Fire Alert ",1992,"HOME ENTERTAINMENT SUPPLIERS PTY. LTD.
","ATARI 2600
"
"2 Pics 1 Answer ",2014,"DINGLEBERRY STUDIOS
","ANDROID
"
"2 Player Soccer Squad ",1991,"D&H GAMES
","AMSTRAD CPC
COMMODORE 64
ZX SPECTRUM
"
"2 Shot Diary ",1994,"MINK CO. LTD.
","PC-98
"
"2 Shot Diary 2: Memory 1/4 ",1995,"MINK CO. LTD.
","PC-98
"
"2 Shot Diary 2: Memory 2/4 ",1996,"MINK CO. LTD.
","PC-98
"
"2 Shot Diary 2: Memory 3/4 ",1996,"MINK CO. LTD.
","PC-98
"
"2 Shot Diary 2: Memory 4/4 ",1996,"MINK CO. LTD.
","PC-98
"
"2 Tasty ",2010,"MAXIMIZE GAMES
","IPAD
MACINTOSH
WINDOWS
"
"2x2 ",2012,"ANYTECH INC.
","LINUX
MACINTOSH
WINDOWS
"
"2x2 ",1995,"AJT SOFT
","DOS
"
"2Xtreme ",1996,"SONY COMPUTER ENTERTAINMENT AMERICA INC.
SONY COMPUTER ENTERTAINMENT INCORPORATED
","PLAYSTATION
PLAYSTATION 3
PSP
"
"300 Arcade Games ",2000,"COSMI EUROPE LTD.
","WINDOWS
"
"300: March to Glory ",2007,"EIDOS INTERACTIVE LTD.
WARNER BROS. INTERACTIVE ENTERTAINMENT INC.
","PSP
"
"30th Anniversary of PAC-MAN ",2010,"GOOGLE INC.
","BROWSER
"
"3105 A.D. ",2003,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"31 for Windows ",1998,"ULTISOFT INC.
","WINDOWS
"
"31: Iwayuru Hitotsu no Cho Lovely na Boken Katsugeki ",1995,"ALTACIA
","PC-98
"
"32 in 1 Game Cartridge ",1988,"ATARI CORPORATION
","ATARI 2600
"
"333,000 Games ",2009,"SELECTSOFT PUBLISHING
","WINDOWS
"
"34 MORE Tested, Ready-to-Run Game Programs in BASIC ",1981,"TAB BOOKS
","APPLE II
COMMODORE PET/CBM
TRS-80
"
"360 Lines ",2010,"UNKNOWN PUBLISHER{S}
","XBOX 360
"
"365 Puzzle Club ",2009,"CONNECT2MEDIA
","ANDROID
BLACKBERRY
BREW
IPHONE
J2ME
"
"365 Solitaire Club ",2009,"CONNECT2MEDIA
","ANDROID
BLACKBERRY
J2ME
"
"38000 Kilo no Koku ",1989,"SYSTEM SACOM
","FM TOWNS
PC-98
SHARP X68000
"
"The 39 Steps ",2013,"AVANQUEST SOFTWARE PUBLISHING LTD.
FABER AND FABER
KISS LTD
","IPAD
LINUX
MACINTOSH
WINDOWS
"
"3 Cards to Dead Time ",2010,"BIG FINISH INC.
","WINDOWS
"
"3 Cards to Midnight ",2009,"BIG FINISH INC.
","WINDOWS
"
"3 Count Bout ",1993,"SNK CORPORATION
SNK OF AMERICA
","ARCADE
NEO GEO
NEO GEO CD
"
"3d24 ",1993,"UNKNOWN PUBLISHER{S}
","ATARI 8-BIT
"
"3D 3D! ",1981,"DK'TRONICS
","ZX81
"
"The 3D Adventures of Sailor Moon ",1997,"3VR INC.
","WINDOWS
"
"3D Alien Invasion ",1998,"WEBFOOT TECHNOLOGIES INC.
","MACINTOSH
WINDOWS
"
"3-D Animated Adventure Games Starter Pack ",1987,"SIERRA ON-LINE INC.
","DOS
"
"3D Armada ",2000,"CRYSTAL INTERACTIVE INC.
MEGAWARE MULTIMEDIA B.V.
MOTION PLUS MEDIA B.V.
","WINDOWS
"
"3 Days: Zoo Mystery ",2009,"REALORE STUDIOS
","MACINTOSH
WINDOWS
"
"3D Ball Blaster ",1992,"HOMEBREW SOFTWARE
","DOS
"
"3D Baseball ",1996,"BMG JAPAN INC.
CRYSTAL DYNAMICS INC.
","PLAYSTATION
SEGA SATURN
"
"3D Bat Attack ",1984,"CHEETAHSOFT LTD.
","ZX SPECTRUM
"
"3D Battle Tank ",2004,"PENULTIMATE INC.
","BREW
"
"3-D Body Adventure ",1994,"KNOWLEDGE ADVENTURE INC.
LEVANDE B?CKER I NORDEN AB
","DOS
MACINTOSH
WINDOWS
WINDOWS 3.X
"
"3D Bomber ",1998,"UNKNOWN PUBLISHER{S}
","DOS
"
"3D Bomberman Atomic ",2009,"LIVING MOBILE GMBH
","J2ME
"
"3D Boxing ",1985,"AMSOFT
","AMSTRAD CPC
"
"3-D Breakout ",1988,"COMMODORE DISK USER
","COMMODORE 64
"
"3-D Brickaway ",1982,"THE AVALON HILL GAME COMPANY
","ATARI 2600
COMMODORE 64
TRS-80 COCO
"
"3D Brick Busters ",1999,"WEBFOOT TECHNOLOGIES INC.
","MACINTOSH
WINDOWS
"
"3D Cargame ",2001,"UNKNOWN PUBLISHER{S}
","DOS
"
"3D Caveman Rocks ",2001,"COSMI CORPORATION
","WINDOWS
"
"3D Code Cracker ",2002,"SIMA SYSTEM
","WINDOWS
"
"3D Crazy Ballz ",2003,"UNNATURAL GAMES STUDIO
","WINDOWS
"
"3DCube ",1994,"UNKNOWN PUBLISHER{S}
","DOS
"
"3D Defence ",1987,"UNKNOWN PUBLISHER{S}
","ZX SPECTRUM
"
"3D Desert Patrol ",1983,"CRL GROUP PLC
","ZX SPECTRUM
"
"3D DesertRun ",2001,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"3-D Dinosaur Adventure ",1993,"KNOWLEDGE ADVENTURE INC.
","DOS
"
"3-D Dinosaur Adventure: Anniversary Edition ",1997,"KNOWLEDGE ADVENTURE INC.
","MACINTOSH
WINDOWS
WINDOWS 3.X
"
"3D Dot Game Heroes ",2009,"FROMSOFTWARE INC.
ATLUS U.S.A. INC.
SOUTHPEAK INTERACTIVE LTD
","PLAYSTATION 3
"
"3D Dragon Duel ",1999,"WEBFOOT TECHNOLOGIES INC.
","MACINTOSH
WINDOWS
"
"3D Driver ",1999,"UNKNOWN PUBLISHER{S}
","BROWSER
"
"3-Demon ",1983,"UNKNOWN PUBLISHER{S}
","DOS
"
"3D Flipper XXL ",1999,"DATA BECKER GMBH & CO. KG
MICRO APPLICATION
S.A.
","WINDOWS
"
"3D Frog Frenzy ",1999,"COSMI CORPORATION
SWIFT SOFTWARE
","WINDOWS
"
"3-D Frog Man ",1998,"ROMTECH INC.
","WINDOWS
"
"3D Galax ",1987,"GREMLIN GRAPHICS SOFTWARE LTD.
","AMIGA
ATARI ST
"
"3D Galaxy Fighters ",1999,"WEBFOOT TECHNOLOGIES INC.
","MACINTOSH
WINDOWS
"
"3d Girlz ",2011,"DC MEDIA
","WINDOWS
"
"3-D Glooper ",1983,"ATLANTIS SOFTWARE LIMITED
AUDIOGENIC SOFTWARE LTD.
SUPERSOFT
","COMMODORE 16
PLUS/4
COMMODORE 64
"
"3D Golf ",1986,"MASTERTRONIC LTD.
","COMMODORE 64
"
"3D Hunting: Trophy Whitetail ",1998,"MACMILLAN DIGITAL PUBLISHING USA
","WINDOWS
"
"3D Infinity ",2010,"SMILEBOOM CO.LTD.
","XBOX 360
"
"3D Lawn Darts ",2007,"CONCRETE SOFTWARE INC.
","BLACKBERRY
IPHONE
J2ME
SYMBIAN
WINDOWS MOBILE
"
"3D Lemmings Winterland ",1995,"PSYGNOSIS LIMITED
","DOS
"
"3D Lunattack ",1984,"HEWSON CONSULTANTS LTD.
","COMMODORE 64
DRAGON 32/64
ZX SPECTRUM
"
"3D MahJongg ",2012,"JOINDOTS GMBH
","NINTENDO 3DS
"
"3D Marble Flip ",2003,"COSMI CORPORATION
","WINDOWS
"
"3DMaze ",1995,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"3D Maze ",1991,"ODIN SOFTWARE DEVELOPMENT
","WINDOWS 3.X
"
"3D Maze ",1984,"MASTERTRONIC LTD.
","VIC-20
"
"3D Maze Man: Amazing Adventures ",1998,"ROMTECH INC.
","WINDOWS
"
"3D Mini Golf: Castles ",2005,"DIGITAL CHOCOLATE INC.
","J2ME
"
"3D Missile Madness ",2000,"COSMI CORPORATION
","WINDOWS
"
"3D Monster Maze ",1981,"J.K. GREYE SOFTWARE
MELBOURNE HOUSE SOFTWARE INC.
","ZX81
"
"3D Monster Maze ",2002,"DEMON STAR
","WINDOWS
"
"3D Ms. Maze: Tropical Adventures ",1998,"ROMTECH INC.
","WINDOWS
"
"3DO Action Pak ",1995,"3DO COMPANY
THE
","3DO
"
"3DO Games: Decathlon ",1997,"3DO COMPANY
THE
","WINDOWS
"
"3DO Maniac Pack ",1995,"INTERPLAY PRODUCTIONS INC.
","3DO
"
"3D Othello Deluxe ",2005,"LIVING MOBILE GMBH
","J2ME
"
"3 D OXO ",1986,"ALPHA SOFTWARE LTD.
","COMMODORE 64
"
"3D Pac Man ",1982,"NUFEKOP
","COMMODORE 64
"
"3D Pinball ",1992,"VILLA CRESPO SOFTWARE INC.
","DOS
"
"3D-Pinball ",1989,"MASTERTRONIC LTD.
","AMSTRAD CPC
COMMODORE 64
ZX SPECTRUM
"
"3D Pinball Express ",1999,"COSMI CORPORATION
COSMI EUROPE LTD.
","WINDOWS
"
"3D Pitfall ",1995,"UNKNOWN PUBLISHER{S}
","DOS
"
"3D Pool ",2004,"DBI GAMES
","J2ME
"
"3D-Puzzlespass ",2006,"BEAT GAMES
","WINDOWS
"
"3D Railroad Master ",1999,"SYBEX-VERLAG GMBH
","WINDOWS
"
"3D Recon ",2000,"EXOLT SOFTWARE
","WINDOWS
"
"3-D Red Baron Dogfight/Flight Simulator ",1980,"SEBREE'S COMPUTING
","ATARI 8-BIT
"
"3D Roller Coaster Designer ",2000,"PANTERA ENTERTAINMENT
","WINDOWS
"
"3D Scacchi Simulator ",1991,"SIMULMONDO
","COMMODORE 64
"
"3D Schiffe versenken ",1998,"DATA BECKER GMBH & CO. KG
","WINDOWS
"
"3D Scooter Racing ",2001,"PANTERA ENTERTAINMENT
","WINDOWS
"
"3D-Seeschlacht ",1999,"BHV SOFTWARE GMBH & CO. KG
","WINDOWS
"
"3D Seiddab Attack ",1984,"HEWSON CONSULTANTS LTD.
","DRAGON 32/64
ZX SPECTRUM
"
"3D Shooting Tsukuru ",1996,"ASCII CORPORATION
","PLAYSTATION
"
"3D Silicon Fish ",1984,"THOR COMPUTER SOFTWARE
","COMMODORE 64
VIC-20
"
"3-D Skramble ",1984,"LIVEWIRE SOFTWARE UK
","COMMODORE 64
"
"3D Slam Ping Pong ",2003,"SORRENT INC.
","BREW
J2ME
"
"3D Slime ",1986,"DATALINK SYSTEMS [WALES]
","SINCLAIR QL
"
"3D Space Wars ",1983,"HEWSON CONSULTANTS LTD.
","DRAGON 32/64
ZX SPECTRUM
"
"3D Speed Duel ",1984,"DK'TRONICS
","COMMODORE 64
"
"3D Spryjinx ",2000,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"3D Starstrike ",1984,"ELITE SYSTEMS LTD.
REALTIME GAMES SOFTWARE LTD.
","AMSTRAD CPC
ZX SPECTRUM
"
"3D Stock Car Championship ",1988,"FIREBIRD SOFTWARE LTD.
","ZX SPECTRUM
"
"3D Stock Cars II ",1991,"CHALLENGE SOFTWARE
","COMMODORE 64
"
"3D Stunt Rider ",1985,"AMSOFT
","AMSTRAD CPC
"
"3-D TableSports ",1996,"TIME WARNER INTERACTIVE LTD.
","DOS
"
"3D Tank Duel ",1984,"REALTIME GAMES SOFTWARE LTD.
","ZX SPECTRUM
"
"3D Tanx ",1982,"DK'TRONICS
","BBC MICRO
COMMODORE 64
ZX SPECTRUM
"
"3-D Tetris ",1996,"NINTENDO OF AMERICA INC.
","VIRTUAL BOY
"
"3D Thinking Lab ",1998,"EDMARK CORPORATION
","MACINTOSH
WINDOWS 3.X
"
"3-D Tic-Tac-Toe ",1979,"ATARI INC.
SEARS
ROEBUCK AND CO.
","ATARI 2600
ATARI 8-BIT
DOS
"
"3-D Tic-Tac-Toe ",1978,"CREATIVE COMPUTING SOFTWARE
","APPLE II
COMMODORE PET/CBM
TRS-80
"
"3D Tic-Tac-Toe ",2005,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"3D Time Trek ",1983,"ANIROG SOFTWARE LTD.
","AMSTRAD CPC
COMMODORE 16
PLUS/4
COMMODORE 64
"
"3-D Ultra Cool Pool ",1999,"SIERRA ON-LINE INC.
","WINDOWS
"
"3-D Ultra Deluxe ",1999,"SIERRA ON-LINE INC.
","WINDOWS
"
"3-D Ultra Fun Center ",2001,"SIERRA ON-LINE INC.
","WINDOWS
"
"3-D Ultra Lionel Train Town Deluxe ",2000,"SIERRA ON-LINE INC.
","WINDOWS
"
"3-D Ultra Minigolf ",1997,"SIERRA ON-LINE INC.
SIERRA ON-LINE UK
","WINDOWS
WINDOWS 3.X
"
"3D Ultra Mini Golf Adventures ",2006,"ACTIVISION PUBLISHING INC.
SIERRA ONLINE
","WINDOWS
XBOX 360
"
"3D Ultra Mini Golf Adventures 2 ",2010,"KONAMI DIGITAL ENTERTAINMENT INC.
","PLAYSTATION 3
XBOX 360
"
"3D Ultra Mini Golf Adventures: Carnival ",2007,"SIERRA ONLINE
","WINDOWS
"
"3D Ultra Mini Golf Adventures: Lost Island ",2007,"SIERRA ONLINE
","WINDOWS
"
"3D Ultra Mini Golf Adventures: Space ",2007,"SIERRA ONLINE
","WINDOWS
"
"3D Ultra Mini Golf Adventures: Wild West ",2007,"SIERRA ONLINE
","WINDOWS
"
"3-D Ultra MiniGolf Deluxe ",1999,"SIERRA ON-LINE INC.
","WINDOWS
"
"3-D Ultra NASCAR Pinball ",1998,"SIERRA ON-LINE INC.
","MACINTOSH
WINDOWS
"
"3-D Ultra Pinball ",1995,"SIERRA ON-LINE INC.
","MACINTOSH
WINDOWS
WINDOWS 3.X
"
"3-D Ultra Pinball Collector's Edition ",1998,"SIERRA ON-LINE INC.
","MACINTOSH
WINDOWS
"
"3-D Ultra Pinball: Creep Night ",1996,"DICE MULTI MEDIA EUROPE B.V.
SIERRA ON-LINE INC.
","MACINTOSH
WINDOWS
WINDOWS 3.X
"
"3-D Ultra Pinball: Power! ",1999,"SIERRA ON-LINE INC.
","MACINTOSH
WINDOWS
WINDOWS 3.X
"
"3-D Ultra Pinball: The Lost Continent ",1997,"SIERRA ON-LINE INC.
","MACINTOSH
WINDOWS
WINDOWS 3.X
"
"3-D Ultra Pinball: Thrillride ",2000,"DYNAMIX INC.
SIERRA ON-LINE INC.
","GAME BOY COLOR
"
"3-D Ultra Pinball: Thrillride ",1996,"DICE MULTI MEDIA EUROPE B.V.
SIERRA ON-LINE INC.
","MACINTOSH
WINDOWS
"
"3-D Ultra Radio Control Racers ",1999,"SIERRA ON-LINE INC.
SIERRA ENTERTAINMENT INC.
","WINDOWS
"
"3DWorld ",1994,"UNKNOWN PUBLISHER{S}
","DOS
"
"3D World Boxing  ",1992,"SIMULMONDO
","AMIGA
COMMODORE 64
DOS
"
"3-D WorldRunner ",1987,"ACCLAIM ENTERTAINMENT INC.
DISK ORIGINAL GROUP
","NES
"
"3 for 1 Value Pack: Volume #1 ",2002,"AGETEC INC.
TOMMO INC.
","PLAYSTATION
"
"3 for 1 Value Pack: Volume #2 ",2002,"AGETEC INC.
TOMMO INC.
","PLAYSTATION
"
"3 for 1 Value Pack: Volume #3 ",2002,"AGETEC INC.
TOMMO INC.
","PLAYSTATION
"
"3 for 1 Value Pack: Volume #4 ",2002,"AGETEC INC.
TOMMO INC.
","PLAYSTATION
"
"3 for 1 Value Pack: Volume #5 ",2002,"AGETEC INC.
TOMMO INC.
","PLAYSTATION
"
"3 for 1 Value Pack: Volume #6 ",2002,"AGETEC INC.
TOMMO INC.
","PLAYSTATION
"
"3 Free Games ",1996,"SEGA OF AMERICA INC.
","SEGA SATURN
"
"3 Grandes Aventures Historiques ",1999,"CRYO INTERACTIVE ENTERTAINMENT
","WINDOWS
"
"3in1 Adrenalin Pack ",2007,"THQ INC.
","WINDOWS
"
"3 in 1: Game Compilation ",2010,"UNKNOWN PUBLISHER{S}
","XBOX 360
"
"3 In Three ",1989,"CINEMAWARE CORPORATION
INLINE DESIGN
","MACINTOSH
"
"3-K Trivia ",1984,"IBM
","PC BOOTER
"
"3 Mega Games: Simulations ",1998,"MEDIA PUBLISHING
","DOS
WINDOWS
"
"3 Ninjas Kick Back ",1994,"SONY IMAGESOFT
","GENESIS
SNES
"
"3 Ninjas Kick Back / Hook  ",1994,"SONY IMAGESOFT
","SEGA CD
"
"3 on 3 NHL Arcade ",2009,"ELECTRONIC ARTS INC.
","PLAYSTATION 3
XBOX 360
"
"3 Pack ",1980,"EPYX INC.
","APPLE II
"
"3 Point Basketball ",1993,"MVP SOFTWARE
","DOS
"
"The 3rd Birthday ",2010,"SQUARE ENIX CO. LTD.
SQUARE ENIX INC.
","PSP
"
"The 3rd Birthday Twisted Edition ",2011,"SQUARE ENIX LTD.
","PSP
"
"3rd Degree ",1992,"PHILIPS INTERACTIVE MEDIA INC.
","CD-I
"
"The 3rd Millennium ",1997,"CRYO INTERACTIVE ENTERTAINMENT
R&P ELECTRONIC MEDIA
","WINDOWS
"
"3rd World Farmer ",2005,"UNKNOWN PUBLISHER{S}
","BROWSER
"
"3 Skulls of the Toltecs ",1996,"RUSSOBIT-M
WARNER INTERACTIVE ENTERTAINMENT LTD.
","DOS
WINDOWS
"
"3 Stars of Destiny ",2009,"ALDORLEA GAMES
","WINDOWS
"
"3Tones ",2009,"VAST STUDIOS INC.
","WINDOWS
"
"3w1: Autka, Dark Moon, Mr. Tomato ",1996,"L.K. AVALON
RIKI  COMPUTER GAMES
","DOS
"
"3x3 Eyes: Juma Hokan ",1995,"BANPRESTO CO. LTD.
","SNES
"
"3x3 Eyes: Kyusei Koshu ",1995,"NIHON CREATE
XING ENTERTAINMENT
","PLAYSTATION
WINDOWS 3.X
"
"3x3 Eyes: Kyusei Koshu S ",1996,"NIHON CREATE
","SEGA SATURN
"
"3x3 Eyes: Sanjiyan Henjo ",1993,"NEC HOME ELECTRONICS LTD.
NIHON CREATE
","FM TOWNS
PC-98
TURBOGRAFX CD
WINDOWS
"
"3x3 Eyes: Seima Densetsu ",1993,"SEGA ENTERPRISES LTD.
","SEGA CD
"
"3x3 Eyes: Seima Korinden ",1992,"YUTAKA
","SNES
"
"3x3 Eyes: Tenrin O Genmu ",1997,"NIHON CREATE
","PLAYSTATION
WINDOWS
"
"3x Logic Games ",1993,"HUNCWOT
TIMSOFT
","DOS
"
"3Xtreme ",1999,"989 STUDIOS
","PLAYSTATION
"
"40 Winks ",1999,"ATARI EUROPE S.A.S.U.
GT INTERACTIVE SOFTWARE CORP.
","PLAYSTATION
PS VITA
"
"428: Fusa Sareta Shibuya de ",2009,"SPIKE CO. LTD.
","PLAYSTATION 3
PSP
"
"4:32 ",2010,"UNKNOWN PUBLISHER{S}
","BROWSER
"
"'43 - One Year After ",1986,"AMERICAN ACTION AB
","COMMODORE 64
"
"46 ",2006,"1C COMPANY
","WINDOWS
"
"46 Okunen Monogatari: The Shinkaron ",1990,"ENIX CORPORATION
","PC-98
"
"48 Night Story ",1992,"SILKY'S
","PC-98
"
"4-D Boxing ",1991,"ELECTRONIC ARTS INC.
ELECTRONIC ARTS VICTOR
MINDSCAPE INTERNATIONAL LTD.
","AMIGA
ATARI ST
DOS
FM TOWNS
MACINTOSH
PC-98
"
"4 Degrees: The Arc of Trivia ",2005,"ZAPIT GAMES INC.
","GAME WAVE
"
"4 Degrees: The Arc of Trivia - Volume 1 ",2009,"ZAPIT GAMES INC.
","BLACKBERRY
BROWSER
IPHONE
"
"4D Prince of Persia ",1994,"UNKNOWN PUBLISHER{S}
","DOS
"
"4D Sports Tennis ",1990,"ELECTRONIC ARTS VICTOR
MINDSCAPE INC.
","DOS
FM TOWNS
PC-98
"
"4 Elements ",2008,"AK TRONIC SOFTWARE & SERVICES GMBH
BAL HOLDING LIMITED
EGAMES INC.
MASTERTRONIC GROUP LTD.
PLAYRIX ENTERTAINMENT
REAL NETWORKS INC.
STORM CITY GAMES
","ANDROID
BREW
IPAD
IPHONE
J2ME
MACINTOSH
NINTENDO DS
PLAYSTATION 3
WINDOWS
WINDOWS MOBILE
"
"4 Elements II ",2011,"PLAYRIX ENTERTAINMENT
","IPAD
MACINTOSH
WINDOWS
"
"4Flush ",1999,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"4 Gewinnt ",1988,"UNKNOWN PUBLISHER{S}
","DOS
"
"4-in-1 Fun Pak ",1992,"IMAGINEER CO. LTD.
INTERPLAY PRODUCTIONS INC.
INTERPLAY PRODUCTIONS LTD.
","GAME BOY
"
"4-in-1 Funpak: Volume II ",1993,"INTERPLAY PRODUCTIONS INC.
","GAME BOY
"
"4 in 1: Hash Block / Jacky Lucky / Challenger Tank / Brain Power ",1992,"WATARA
","SUPERVISION
"
"4 in 1 Hit Pak ",1986,"ELITE SYSTEMS LTD.
","AMSTRAD CPC
COMMODORE 64
ZX SPECTRUM
"
"4 In 1 Racing ",2000,"MIDAS INTERACTIVE ENTERTAINMENT LTD.
","WINDOWS
"
"4 in 1 Row ",1982,"N.V. PHILIPS GLOEILAMPENFABRIEKEN
","ODYSSEY 2
"
"4KKong ",2003,"UNKNOWN PUBLISHER{S}
","ORIC
"
"4 Logiciels pour ZX Spectrum ",1987,"LORICIELS
","ZX SPECTRUM
"
"4 Mega-Games f?r die ganze Familie ",1996,"NAVIGO MULTIMEDIA GMBH & CO. PRODUKTIONS KG
","WINDOWS
"
"4 Minutes and 33 Seconds of Uniqueness ",2009,"KLOONIGAMES LTD
","WINDOWS
"
"4 Moohrhuhn Teile ",2003,"RAVENSBURGER INTERACTIVE MEDIA GMBH
","WINDOWS
"
"4 Most Adventures ",1990,"ALTERNATIVE SOFTWARE LTD.
","COMMODORE 64
"
"4 Most Air Power ",1991,"ALTERNATIVE SOFTWARE LTD.
","COMMODORE 64
"
"4 Most World Sports ",1991,"ALTERNATIVE SOFTWARE LTD.
","COMMODORE 64
ZX SPECTRUM
"
"4 Nin Uchi Mahjong ",1984,"NINTENDO CO. LTD.
","NES
"
"4NR ",2012,"P1XL GAMES
","IPAD
IPHONE
"
"4 Pak All Action ",1995,"HOME ENTERTAINMENT SUPPLIERS PTY. LTD.
","SEGA MASTER SYSTEM
"
"4-Play Action Pack Volume 1 ",2003,"HIP GAMES
","WINDOWS
"
"4 Queens Computer Casino ",1992,"APPLICATIONS PLUS INC.
","DOS
"
"4 Soccer Simulators ",1988,"CODEMASTERS SOFTWARE COMPANY LIMITED
THE
","AMSTRAD CPC
COMMODORE 64
DOS
ZX SPECTRUM
"
"4th & Inches ",1987,"ACCOLADE INC.
","AMIGA
APPLE IIGS
COMMODORE 64
DOS
MACINTOSH
"
"4th & Inches Team Construction Disk ",1988,"ACCOLADE INC.
","AMIGA
DOS
MACINTOSH
"
"The 4th Unit 2 ",1988,"DATA WEST
","FM-7
MSX
PC-88
PC-98
SHARP X1
SHARP X68000
"
"The 4th Unit ",1987,"DATA WEST
","FM-7
MSX
PC-88
PC-98
SHARP X1
SHARP X68000
"
"4 Wheel Drive ",1991,"GREMLIN GRAPHICS SOFTWARE LTD.
","AMIGA
ATARI ST
"
"4 Wheel Thunder ",2000,"MIDWAY HOME ENTERTAINMENT INC.
MIDWAY GAMES INC.
","DREAMCAST
"
"4x4 Evo ",2000,"GOD GAMES
GATHERING OF DEVELOPERS INC.
GATHERING
TAKE-TWO INTERACTIVE SOFTWARE INC.
","DREAMCAST
MACINTOSH
PLAYSTATION 2
WINDOWS
"
"4x4 Evo 2 ",2001,"ASPYR MEDIA INC.
BAM! ENTERTAINMENT INC.
GOD GAMES
GATHERING OF DEVELOPERS INC.
UNIVERSAL INTERACTIVE INC.
","GAMECUBE
MACINTOSH
PLAYSTATION 2
WINDOWS
XBOX
"
"4x4 Extreme Rally 2006 ",2006,"GAMELEONS SP Z O. O.
","J2ME
"
"4x4 Hummer ",2007,"1C COMPANY
RONDOMEDIA MARKETING & VERTRIEBS GMBH
","WINDOWS
"
"4x4 Off-Road Racing ",1988,"EPYX INC.
KIXX
U.S. GOLD LTD.
","AMIGA
AMSTRAD CPC
ATARI ST
COMMODORE 64
DOS
MSX
ZX SPECTRUM
"
"4x4 Team ",1988,"INFODISC
","DOS
"
"500cc Motomanager ",1991,"SIMULMONDO
","AMIGA
COMMODORE 64
"
"500 for Windows ",2002,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"50 Cent: Blood on the Sand ",2009,"THQ INC.
ZENIMAX ASIA K.K.
","PLAYSTATION 3
XBOX 360
"
"50 Cent: Bulletproof ",2005,"VIVENDI UNIVERSAL GAMES INC.
","PLAYSTATION 2
XBOX
"
"50 Cent Bulletproof: G Unit Edition ",2006,"VIVENDI UNIVERSAL GAMES INTERNATIONAL S.A.
","PSP
"
"50 Great Games plus Knights of the Sky ",1994,"PRISM LEISURE CORPORATION PLC
","DOS
"
"50K Racewalker ",2005,"VIDELECTRIX
","BROWSER
"
"50 Mission Crush ",1984,"STRATEGIC SIMULATIONS INC.
","APPLE II
ATARI 8-BIT
COMMODORE 64
DOS
"
"50 States ",2007,"UNKNOWN PUBLISHER{S}
","BROWSER
"
"5 A Day Adventures ",2000,"DOLE FOOD COMPANY INC.
","MACINTOSH
WINDOWS
"
"5 Alarm Trivia ",2000,"POGO.COM
","BROWSER
"
"The 5-Card Poker Collection ",1998,"ULTISOFT INC.
","WINDOWS
WINDOWS 3.X
"
"5 Days a Stranger ",2003,"FULLY RAMBLOMATIC
","WINDOWS
"
"5 Days a Stranger Special Edition ",2003,"FULLY RAMBLOMATIC
","WINDOWS
"
"5-Draw Mania ",2001,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"5 Games For Girls ",2008,"IDIGICON LIMITED
","WINDOWS
"
"5-Game Super Pak ",1995,"SOFTKEY MULTIMEDIA INC.
","WINDOWS 3.X
"
"5 in One Fun Pak ",1994,"INTERPLAY PRODUCTIONS INC.
","GAME GEAR
"
"5 Intelligent Strategy Games ",1991,"OXFORD SOFTWORKS
","AMIGA
ATARI ST
DOS
"
"5 Jikan me no Venus ",1995,"FAIRY DUST
","PC-98
"
"5-Letter-Kruiswoord ",1990,"HVB
","DOS
"
"5 Mega Games ",2006,"ATARI EUROPE S.A.S.U.
","WINDOWS
"
"5 of the Best from Kalisto ",1995,"MINDSCAPE INTERNATIONAL LTD.
TRING INTERNATIONAL PLC
","DOS
WINDOWS 3.X
"
"5 Pack: Limited Edition ",1995,"SOFTGOLD COMPUTERSPIELE GMBH
","DOS
"
"5 Plus One: Campaign ",1996,"PRISM LEISURE CORPORATION PLC
","DOS
"
"5 Plus One: Pack 11 ",1994,"PRISM LEISURE CORPORATION PLC
","DOS
"
"5 Plus One: Pack 4 ",1994,"PRISM LEISURE CORPORATION PLC
","DOS
"
"5 Plus One: Pack 6 ",1996,"PRISM LEISURE CORPORATION PLC
","DOS
"
"5 Spots ",2003,"KATGAMES
","WINDOWS
"
"5 Spots II ",2003,"KATGAMES
","WINDOWS
"
"5th Anniversary ",1991,"RAINBOW ARTS SOFTWARE GMBH
","AMIGA
COMMODORE 64
"
"5th Fleet ",1994,"THE AVALON HILL GAME COMPANY
","DOS
"
"5th Gear ",1988,"HEWSON CONSULTANTS LTD.
PRISM LEISURE CORPORATION PLC
","AMIGA
ATARI ST
COMMODORE 64
"
"5X ",2000,"UNKNOWN PUBLISHER{S}
","DOS
"
